Id,Name,Gender,Email,EmailName,Domain,CompanyEmail,RegionCode,Phone,EmpPhone,FaxNumber,CitizenIdentification,Role,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,base-net,BankName,BankAccountNumber,GrossSalary,NetSalary,net-gos,Manager,ProjectName,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
22,Phạm Khương Vi,Female,cbaumfordl@printfriendly.com,cbaumfordl,@solutiondtk.com,cbaumfordl@solutiondtk.com,84,208-220-4727,+84 208-220-4727,76237-146,0003-6337,Admin,Sales,Ho Chi Minh,University of the Gambia,5/3/1997,3/8/2021,3/10/2021,Infinity,7/12/2020,,"$20.823.358,58","$9.332.101,46",HSBC,60505-0252,"$16.445.017,62","$11.491.257,12","-$4.953.760,50",Constanta Baumford,EMBI,http://weebly.com/fermentum/justo/nec/condimentum.png?eu=nibh&interdum=quisque&eu=id&tincidunt=justo&in=sit&leo=amet&maecenas=sapien&pulvinar=dignissim&lobortis=vestibulum&est=vestibulum&phasellus=ante&sit=ipsum&amet=primis&erat=in&nulla=faucibus&tempus=orci&vivamus=luctus&in=et&felis=ultrices&eu=posuere&sapien=cubilia&cursus=curae&vestibulum=nulla&proin=dapibus&eu=dolor&mi=vel&nulla=est&ac=donec&enim=odio&in=justo&tempor=sollicitudin&turpis=ut&nec=suscipit&euismod=a&scelerisque=feugiat&quam=et&turpis=eros&adipiscing=vestibulum&lorem=ac&vitae=est&mattis=lacinia&nibh=nisi&ligula=venenatis&nec=tristique&sem=fusce&duis=congue&aliquam=diam&convallis=id&nunc=ornare&proin=imperdiet&at=sapien&turpis=urna&a=pretium&pede=nisl&posuere=ut&nonummy=volutpat&integer=sapien&non=arcu&velit=sed&donec=augue&diam=aliquam&neque=erat&vestibulum=volutpat&eget=in&vulputate=congue&ut=etiam&ultrices=justo&vel=etiam&augue=pretium&vestibulum=iaculis&ante=justo&ipsum=in&primis=hac&in=habitasse&faucibus=platea&orci=dictumst&luctus=etiam&et=faucibus&ultrices=cursus&posuere=urna&cubilia=ut&curae=tellus&donec=nulla&pharetra=ut&magna=erat&vestibulum=id&aliquet=mauris&ultrices=vulputate&erat=elementum&tortor=nullam&sollicitudin=varius&mi=nulla&sit=facilisi&amet=cras,Part time,100,Offline,9/1/2022,4/30/2022
25,Thái Lam Trường,Male,fstreteo@xinhuanet.com,fstreteo,@solutiondtk.com,fstreteo@solutiondtk.com,84,228-984-0340,+84 228-984-0340,0067-6440,24236-625,Digital Marketing,Marketing,Ho Chi Minh,"Jain University, Centre for Management Studies",4/4/1997,5/6/2020,5/8/2020,Infinity,4/16/2020,,"$24.475.985,34","$17.388.666,05",HSBC,10157-1007,"$12.423.859,15","$7.087.319,29","-$5.336.539,86",Findlay Strete,MKT,http://parallels.com/quis/orci/nullam/molestie/nibh.aspx?turpis=venenatis&eget=non&elit=sodales&sodales=sed&scelerisque=tincidunt&mauris=eu&sit=felis&amet=fusce&eros=posuere&suspendisse=felis&accumsan=sed&tortor=lacus&quis=morbi&turpis=sem&sed=mauris&ante=laoreet&vivamus=ut&tortor=rhoncus&duis=aliquet&mattis=pulvinar&egestas=sed&metus=nisl&aenean=nunc&fermentum=rhoncus,Full time,80,Hybrid,7/16/2022,1/8/2022
26,Mai Văn Giáp,Non-binary,pdagonp@wiley.com,pdagonp,@solutiondtk.com,pdagonp@solutiondtk.com,84,251-585-9934,+84 251-585-9934,0268-0130,53808-0921,Project Manager,Management,Da Nang,Gombe State University,26/11/95,29/04/21,29/06/21,Probation,11/20/2020,4/11/2022,"$16.467.752,17","$7.471.303,16",HSBC,13537-004,"$12.237.212,47","$8.996.449,01","-$3.240.763,46",Papageno Dagon,EMBI,https://time.com/velit/id/pretium.js?lobortis=eleifend&convallis=donec&tortor=ut&risus=dolor&dapibus=morbi&augue=vel&vel=lectus&accumsan=in&tellus=quam&nisi=fringilla&eu=rhoncus&orci=mauris&mauris=enim&lacinia=leo&sapien=rhoncus&quis=sed&libero=vestibulum&nullam=sit&sit=amet&amet=cursus&turpis=id&elementum=turpis&ligula=integer&vehicula=aliquet&consequat=massa&morbi=id&a=lobortis&ipsum=convallis&integer=tortor&a=risus&nibh=dapibus&in=augue&quis=vel&justo=accumsan&maecenas=tellus&rhoncus=nisi&aliquam=eu&lacus=orci&morbi=mauris&quis=lacinia&tortor=sapien&id=quis&nulla=libero&ultrices=nullam&aliquet=sit&maecenas=amet&leo=turpis&odio=elementum&condimentum=ligula&id=vehicula&luctus=consequat&nec=morbi&molestie=a&sed=ipsum&justo=integer&pellentesque=a&viverra=nibh&pede=in&ac=quis&diam=justo&cras=maecenas&pellentesque=rhoncus&volutpat=aliquam&dui=lacus&maecenas=morbi&tristique=quis&est=tortor&et=id&tempus=nulla&semper=ultrices&est=aliquet&quam=maecenas&pharetra=leo&magna=odio&ac=condimentum&consequat=id&metus=luctus&sapien=nec&ut=molestie&nunc=sed&vestibulum=justo&ante=pellentesque&ipsum=viverra&primis=pede&in=ac&faucibus=diam&orci=cras&luctus=pellentesque&et=volutpat&ultrices=dui&posuere=maecenas&cubilia=tristique&curae=est&mauris=et&viverra=tempus&diam=semper&vitae=est&quam=quam&suspendisse=pharetra&potenti=magna,Full time,100,Online,11/8/2021,11/15/2021
27,Hoàng Thị Hương,Female,smonahanq@wordpress.org,smonahanq,@solutiondtk.com,smonahanq@solutiondtk.com,84,110-297-7446,+84 110-297-7446,0440-8165,59115-086,Digital Marketing,Management,Da Nang,Ghazni University,21/01/98,4/5/2021,4/7/2021,Infinity,1/29/2022,,"$17.113.917,04","$9.039.162,32",HSBC,0378-8171,"$13.903.681,92","$8.074.754,72","-$5.828.927,20",Sib Monahan,MKT,http://yelp.com/blandit/nam/nulla.jpg?luctus=sit&nec=amet&molestie=turpis&sed=elementum&justo=ligula&pellentesque=vehicula&viverra=consequat&pede=morbi&ac=a&diam=ipsum&cras=integer&pellentesque=a&volutpat=nibh&dui=in&maecenas=quis&tristique=justo&est=maecenas&et=rhoncus,Full time,100,Offline,1/6/2022,8/9/2022
28,Nguyễn Thị Minh Huyền,Genderfluid,erobroer@123-reg.co.uk,erobroer,@solutiondtk.com,erobroer@solutiondtk.com,84,600-166-5264,+84 600-166-5264,43063-075,67386-111,Software Engineer,Technology,Da Nang,Universidad del Mar,11/6/2000,17/07/22,17/09/22,1 Year,10/22/2021,10/12/2022,"$19.572.584,79","$8.922.232,47",HSBC,29300-330,"$19.312.070,26","$10.650.352,32","-$8.661.717,94",Evangelin Robroe,SISS,http://home.pl/magna/vulputate/luctus/cum/sociis.json?ligula=adipiscing&nec=molestie&sem=hendrerit&duis=at&aliquam=vulputate&convallis=vitae&nunc=nisl&proin=aenean&at=lectus&turpis=pellentesque&a=eget&pede=nunc&posuere=donec&nonummy=quis&integer=orci&non=eget&velit=orci&donec=vehicula&diam=condimentum&neque=curabitur&vestibulum=in&eget=libero&vulputate=ut&ut=massa&ultrices=volutpat&vel=convallis&augue=morbi&vestibulum=odio&ante=odio,Part time,100,Online,1/1/2022,4/23/2022
30,Trần Khánh Trung,Female,clomondt@fda.gov,clomondt,@solutiondtk.com,clomondt@solutiondtk.com,84,441-333-7317,+84 441-333-7317,21130-047,68084-291,Digital Marketing,Technology,Ho Chi Minh,Islamic University Kushtia,9/7/1997,3/4/2021,3/6/2021,Infinity,9/21/2020,,"$17.125.195,60","$5.894.530,95",HSBC,43353-908,"$13.332.113,04","$11.230.664,65","-$2.101.448,39",Coraline Lomond,MKT,http://shutterfly.com/eu/tincidunt/in/leo/maecenas/pulvinar.json?pede=id&ac=lobortis&diam=convallis&cras=tortor&pellentesque=risus&volutpat=dapibus&dui=augue&maecenas=vel&tristique=accumsan&est=tellus&et=nisi&tempus=eu&semper=orci&est=mauris&quam=lacinia&pharetra=sapien&magna=quis&ac=libero&consequat=nullam&metus=sit&sapien=amet&ut=turpis&nunc=elementum&vestibulum=ligula&ante=vehicula&ipsum=consequat&primis=morbi&in=a&faucibus=ipsum&orci=integer&luctus=a&et=nibh&ultrices=in&posuere=quis&cubilia=justo&curae=maecenas&mauris=rhoncus&viverra=aliquam&diam=lacus&vitae=morbi&quam=quis&suspendisse=tortor&potenti=id&nullam=nulla&porttitor=ultrices&lacus=aliquet&at=maecenas&turpis=leo&donec=odio&posuere=condimentum&metus=id&vitae=luctus&ipsum=nec&aliquam=molestie&non=sed&mauris=justo&morbi=pellentesque&non=viverra&lectus=pede&aliquam=ac&sit=diam&amet=cras&diam=pellentesque&in=volutpat&magna=dui&bibendum=maecenas&imperdiet=tristique&nullam=est&orci=et&pede=tempus&venenatis=semper&non=est&sodales=quam&sed=pharetra&tincidunt=magna&eu=ac&felis=consequat&fusce=metus&posuere=sapien&felis=ut&sed=nunc&lacus=vestibulum&morbi=ante&sem=ipsum&mauris=primis&laoreet=in&ut=faucibus&rhoncus=orci&aliquet=luctus&pulvinar=et&sed=ultrices&nisl=posuere&nunc=cubilia&rhoncus=curae&dui=mauris&vel=viverra&sem=diam&sed=vitae&sagittis=quam,Part time,80,Offline,7/25/2022,12/22/2021
33,Nguyễn Văn Trọng,Male,kduttw@altervista.org,kduttw,@solutiondtk.com,kduttw@solutiondtk.com,84,598-420-5287,+84 598-420-5287,0268-1103,35356-985,Designer,Technology,Hanoi,University of Medicine and Pharmacology of Oradea,1/5/1998,24/12/21,24/02/22,Probation,7/18/2021,10/30/2021,"$11.459.019,68","$884.886,73",HSBC,54868-3157,"$22.788.300,25","$10.574.132,95","-$12.214.167,30",Kirby Dutt,EMBI,https://t-online.de/in.jpg?ullamcorper=odio&augue=porttitor&a=id&suscipit=consequat&nulla=in&elit=consequat&ac=ut&nulla=nulla,Full time,80,Offline,7/16/2022,1/7/2022
35,Phan đức tài,Female,dmaclesey@gnu.org,dmaclesey,@solutiondtk.com,dmaclesey@solutiondtk.com,84,933-968-7838,+84 933-968-7838,49738-536,61245-100,Designer,Management,Hanoi,Aegean University,16/07/00,7/11/2021,7/1/2022,1 Year,1/11/2021,4/26/2022,"$20.623.311,69","$7.596.712,89",HSBC,42507-975,"$18.229.791,95","$13.026.598,80","-$5.203.193,15",Dierdre MacLese,MKT,https://ox.ac.uk/nam.json?ipsum=quam&dolor=sollicitudin&sit=vitae&amet=consectetuer&consectetuer=eget&adipiscing=rutrum&elit=at&proin=lorem&interdum=integer&mauris=tincidunt&non=ante&ligula=vel&pellentesque=ipsum&ultrices=praesent&phasellus=blandit&id=lacinia&sapien=erat&in=vestibulum&sapien=sed&iaculis=magna&congue=at&vivamus=nunc&metus=commodo&arcu=placerat&adipiscing=praesent&molestie=blandit&hendrerit=nam&at=nulla&vulputate=integer&vitae=pede&nisl=justo&aenean=lacinia&lectus=eget&pellentesque=tincidunt&eget=eget&nunc=tempus&donec=vel&quis=pede&orci=morbi&eget=porttitor&orci=lorem&vehicula=id&condimentum=ligula&curabitur=suspendisse&in=ornare&libero=consequat&ut=lectus&massa=in&volutpat=est&convallis=risus&morbi=auctor&odio=sed&odio=tristique&elementum=in&eu=tempus&interdum=sit&eu=amet&tincidunt=sem&in=fusce&leo=consequat&maecenas=nulla&pulvinar=nisl&lobortis=nunc&est=nisl&phasellus=duis&sit=bibendum&amet=felis&erat=sed&nulla=interdum&tempus=venenatis&vivamus=turpis&in=enim&felis=blandit&eu=mi&sapien=in&cursus=porttitor&vestibulum=pede&proin=justo&eu=eu&mi=massa&nulla=donec&ac=dapibus&enim=duis&in=at&tempor=velit&turpis=eu&nec=est&euismod=congue&scelerisque=elementum&quam=in&turpis=hac&adipiscing=habitasse&lorem=platea&vitae=dictumst&mattis=morbi&nibh=vestibulum&ligula=velit&nec=id&sem=pretium&duis=iaculis,Part time,100,Hybrid,7/7/2022,9/15/2022
36,Bùi Ngô Gia Bảo,Male,agockez@nymag.com,agockez,@solutiondtk.com,agockez@solutiondtk.com,84,854-600-5532,+84 854-600-5532,43547-252,50593-005,Admin,Technology,Da Nang,Nara University,5/8/1998,25/03/20,25/05/20,Infinity,9/30/2020,,"$23.727.833,26","$9.241.324,71",HSBC,47682-581,"$25.244.816,25","$14.486.508,55","-$10.758.307,70",Alasdair Gocke,OTLS,https://skype.com/eu/tincidunt.jsp?tincidunt=turpis&ante=elementum&vel=ligula&ipsum=vehicula&praesent=consequat&blandit=morbi&lacinia=a&erat=ipsum&vestibulum=integer&sed=a&magna=nibh&at=in&nunc=quis&commodo=justo&placerat=maecenas&praesent=rhoncus&blandit=aliquam&nam=lacus&nulla=morbi&integer=quis&pede=tortor&justo=id&lacinia=nulla&eget=ultrices&tincidunt=aliquet&eget=maecenas&tempus=leo&vel=odio&pede=condimentum&morbi=id&porttitor=luctus&lorem=nec&id=molestie&ligula=sed&suspendisse=justo&ornare=pellentesque&consequat=viverra&lectus=pede&in=ac&est=diam&risus=cras&auctor=pellentesque&sed=volutpat&tristique=dui&in=maecenas&tempus=tristique&sit=est&amet=et&sem=tempus&fusce=semper&consequat=est&nulla=quam&nisl=pharetra&nunc=magna&nisl=ac&duis=consequat&bibendum=metus&felis=sapien&sed=ut&interdum=nunc&venenatis=vestibulum&turpis=ante&enim=ipsum&blandit=primis&mi=in&in=faucibus&porttitor=orci&pede=luctus&justo=et&eu=ultrices&massa=posuere&donec=cubilia&dapibus=curae&duis=mauris&at=viverra&velit=diam&eu=vitae&est=quam&congue=suspendisse&elementum=potenti&in=nullam&hac=porttitor&habitasse=lacus&platea=at&dictumst=turpis&morbi=donec&vestibulum=posuere&velit=metus&id=vitae&pretium=ipsum&iaculis=aliquam&diam=non&erat=mauris&fermentum=morbi&justo=non&nec=lectus&condimentum=aliquam&neque=sit&sapien=amet,Part time,100,Online,9/7/2022,6/20/2022
37,Nguyễn Thị Thu Trang,Male,eaiken10@google.nl,eaiken10,@solutiondtk.com,eaiken10@solutiondtk.com,84,517-159-8738,+84 517-159-8738,55910-499,49349-035,Accountant,Technology,Ho Chi Minh,Instituto Superior Politécnico Gaya,13/12/96,16/07/21,16/09/21,Probation,4/18/2020,11/27/2022,"$10.955.087,90","$3.028.985,53",HSBC,25021-201,"$10.335.467,14","$7.926.102,37","-$2.409.364,77",Erroll Aiken,MKT,https://army.mil/viverra/diam/vitae.html?blandit=sem&nam=fusce&nulla=consequat&integer=nulla&pede=nisl&justo=nunc&lacinia=nisl&eget=duis&tincidunt=bibendum&eget=felis&tempus=sed&vel=interdum&pede=venenatis&morbi=turpis&porttitor=enim&lorem=blandit&id=mi&ligula=in&suspendisse=porttitor&ornare=pede&consequat=justo,Part time,100,Hybrid,10/20/2021,6/19/2022
39,Nguyễn Mậu Thiện,Male,jchesnay12@soundcloud.com,jchesnay12,@solutiondtk.com,jchesnay12@solutiondtk.com,84,962-796-4223,+84 962-796-4223,0591-2737,76472-1135,Digital Marketing,Management,Da Nang,Western Maryland College,1/6/1999,21/01/22,21/03/22,1 Year,12/24/2021,12/26/2022,"$24.926.283,55","$17.644.456,59",HSBC,57520-0542,"$18.033.250,52","$7.281.826,96","-$10.751.423,56",Jase Chesnay,MKT,https://mashable.com/suspendisse/ornare/consequat/lectus/in.aspx?duis=penatibus&faucibus=et&accumsan=magnis&odio=dis&curabitur=parturient&convallis=montes&duis=nascetur&consequat=ridiculus&dui=mus&nec=vivamus&nisi=vestibulum&volutpat=sagittis&eleifend=sapien&donec=cum&ut=sociis&dolor=natoque&morbi=penatibus&vel=et&lectus=magnis&in=dis&quam=parturient&fringilla=montes&rhoncus=nascetur&mauris=ridiculus&enim=mus&leo=etiam&rhoncus=vel&sed=augue&vestibulum=vestibulum&sit=rutrum&amet=rutrum&cursus=neque&id=aenean&turpis=auctor&integer=gravida&aliquet=sem&massa=praesent&id=id&lobortis=massa&convallis=id&tortor=nisl&risus=venenatis&dapibus=lacinia&augue=aenean&vel=sit&accumsan=amet&tellus=justo&nisi=morbi&eu=ut&orci=odio,Part time,100,Offline,4/10/2022,3/24/2022
40,Lê Xuân Tuấn Anh,Male,hhollyar13@moonfruit.com,hhollyar13,@solutiondtk.com,hhollyar13@solutiondtk.com,84,521-580-3704,+84 521-580-3704,54868-0038,76482-013,HR,Management,Hanoi,Lagos State Polytechnic,1/5/2000,23/11/20,23/01/21,Probation,7/12/2020,1/29/2022,"$14.954.960,93","$6.004.592,64",HSBC,60681-1106,"$13.046.052,49","$8.950.368,29","-$4.095.684,20",Hillyer Hollyar,OTLS,https://redcross.org/et/ultrices/posuere/cubilia.jsp?penatibus=mattis&et=odio&magnis=donec&dis=vitae&parturient=nisi&montes=nam&nascetur=ultrices&ridiculus=libero&mus=non&vivamus=mattis&vestibulum=pulvinar&sagittis=nulla&sapien=pede&cum=ullamcorper&sociis=augue&natoque=a&penatibus=suscipit&et=nulla&magnis=elit&dis=ac&parturient=nulla&montes=sed&nascetur=vel&ridiculus=enim&mus=sit&etiam=amet&vel=nunc&augue=viverra&vestibulum=dapibus&rutrum=nulla&rutrum=suscipit&neque=ligula&aenean=in&auctor=lacus&gravida=curabitur&sem=at&praesent=ipsum&id=ac&massa=tellus&id=semper&nisl=interdum&venenatis=mauris&lacinia=ullamcorper&aenean=purus&sit=sit&amet=amet&justo=nulla&morbi=quisque&ut=arcu&odio=libero&cras=rutrum,Full time,80,Online,12/11/2021,12/17/2021
44,Trần Thị Thuỷ,Male,rrountree17@newsvine.com,rrountree17,@solutiondtk.com,rrountree17@solutiondtk.com,84,205-213-5323,+84 205-213-5323,52183-383,55289-594,Accountant,Sales,Hanoi,Nigde University,19/04/00,3/1/2021,3/3/2021,Infinity,3/14/2022,,"$15.733.992,54","$6.550.393,89",HSBC,68745-1087,"$19.349.807,32","$9.183.598,65","-$10.166.208,67",Rory Rountree,OTLS,https://blogtalkradio.com/id/mauris/vulputate.png?platea=vulputate&dictumst=ut&morbi=ultrices&vestibulum=vel&velit=augue&id=vestibulum&pretium=ante&iaculis=ipsum&diam=primis&erat=in&fermentum=faucibus&justo=orci&nec=luctus&condimentum=et&neque=ultrices&sapien=posuere&placerat=cubilia&ante=curae&nulla=donec&justo=pharetra&aliquam=magna&quis=vestibulum&turpis=aliquet&eget=ultrices&elit=erat&sodales=tortor&scelerisque=sollicitudin&mauris=mi&sit=sit&amet=amet&eros=lobortis&suspendisse=sapien&accumsan=sapien&tortor=non&quis=mi&turpis=integer&sed=ac&ante=neque&vivamus=duis&tortor=bibendum&duis=morbi&mattis=non&egestas=quam,Part time,100,Online,2/17/2022,9/5/2022
49,Phạm Hữu Thẩm,Male,screswell1c@hhs.gov,screswell1c,@solutiondtk.com,screswell1c@solutiondtk.com,84,916-125-4039,+84 916-125-4039,0395-1113,33261-988,Content Marketing,Marketing,Ho Chi Minh,Pomona College,9/6/1997,15/12/20,15/02/21,Probation,9/8/2020,9/16/2022,"$22.962.774,78","$7.749.063,69",HSBC,0378-0503,"$24.918.822,09","$15.213.711,09","-$9.705.111,00",Sal Creswell,SISS,https://sohu.com/vestibulum/quam/sapien/varius.jsp?turpis=proin&eget=interdum&elit=mauris&sodales=non&scelerisque=ligula&mauris=pellentesque&sit=ultrices&amet=phasellus&eros=id&suspendisse=sapien&accumsan=in&tortor=sapien&quis=iaculis&turpis=congue&sed=vivamus&ante=metus&vivamus=arcu&tortor=adipiscing&duis=molestie&mattis=hendrerit&egestas=at&metus=vulputate&aenean=vitae&fermentum=nisl&donec=aenean&ut=lectus&mauris=pellentesque&eget=eget&massa=nunc&tempor=donec&convallis=quis&nulla=orci,Part time,80,Online,5/14/2022,8/2/2022
52,Nguyễn Thị Mỹ Tuyết,Male,jlawrie1f@example.com,jlawrie1f,@solutiondtk.com,jlawrie1f@solutiondtk.com,84,730-735-3358,+84 730-735-3358,69153-030,61715-025,Project Manager,Management,Da Nang,Kurume Institute of Technology,26/01/99,12/9/2021,12/11/2021,1 Year,10/30/2020,4/24/2023,"$20.446.636,79","$10.502.613,82",HSBC,52125-509,"$19.612.491,88","$9.944.022,97","-$9.668.468,91",Joachim Lawrie,EMBI,http://google.ru/aliquet/at/feugiat.xml?sapien=imperdiet&cum=sapien&sociis=urna&natoque=pretium&penatibus=nisl&et=ut&magnis=volutpat&dis=sapien&parturient=arcu&montes=sed&nascetur=augue&ridiculus=aliquam&mus=erat&etiam=volutpat&vel=in&augue=congue&vestibulum=etiam&rutrum=justo&rutrum=etiam&neque=pretium&aenean=iaculis&auctor=justo&gravida=in&sem=hac&praesent=habitasse&id=platea&massa=dictumst&id=etiam&nisl=faucibus,Part time,100,Online,1/23/2022,11/28/2021
55,Đỗ Trọng Nghĩa,Male,zfreed1i@delicious.com,zfreed1i,@solutiondtk.com,zfreed1i@solutiondtk.com,84,270-881-1464,+84 270-881-1464,55315-245,59401-002,Project Manager,Management,Ho Chi Minh,"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",15/06/98,15/07/22,15/09/22,Probation,11/4/2021,4/20/2023,"$15.458.267,78","$2.238.354,16",HSBC,36987-2881,"$20.301.655,08","$13.219.913,62","-$7.081.741,46",Zacherie Freed,OTLS,http://mapy.cz/tincidunt/in/leo/maecenas/pulvinar/lobortis.jpg?cubilia=varius&curae=ut&nulla=blandit&dapibus=non&dolor=interdum&vel=in&est=ante&donec=vestibulum&odio=ante&justo=ipsum&sollicitudin=primis&ut=in&suscipit=faucibus&a=orci&feugiat=luctus&et=et&eros=ultrices&vestibulum=posuere&ac=cubilia&est=curae&lacinia=duis&nisi=faucibus&venenatis=accumsan&tristique=odio&fusce=curabitur&congue=convallis&diam=duis&id=consequat&ornare=dui&imperdiet=nec&sapien=nisi&urna=volutpat&pretium=eleifend&nisl=donec&ut=ut&volutpat=dolor&sapien=morbi&arcu=vel&sed=lectus&augue=in&aliquam=quam&erat=fringilla&volutpat=rhoncus&in=mauris&congue=enim&etiam=leo&justo=rhoncus&etiam=sed&pretium=vestibulum&iaculis=sit&justo=amet&in=cursus&hac=id&habitasse=turpis&platea=integer&dictumst=aliquet&etiam=massa&faucibus=id&cursus=lobortis&urna=convallis&ut=tortor&tellus=risus&nulla=dapibus&ut=augue&erat=vel&id=accumsan&mauris=tellus&vulputate=nisi&elementum=eu&nullam=orci&varius=mauris&nulla=lacinia&facilisi=sapien&cras=quis&non=libero&velit=nullam&nec=sit&nisi=amet&vulputate=turpis&nonummy=elementum&maecenas=ligula&tincidunt=vehicula&lacus=consequat&at=morbi&velit=a&vivamus=ipsum&vel=integer&nulla=a&eget=nibh,Full time,100,Hybrid,11/12/2021,1/2/2022
57,Nguyễn Hồng Ánh,Female,pedbrooke1k@wunderground.com,pedbrooke1k,@solutiondtk.com,pedbrooke1k@solutiondtk.com,84,174-254-6539,+84 174-254-6539,63323-288,30142-291,Admin,Marketing,Da Nang,"Islamic Azad University, Sowmesara",3/5/2000,29/09/21,29/11/21,1 Year,9/28/2021,5/9/2022,"$21.954.422,38","$7.892.432,48",HSBC,0093-5292,"$14.726.123,01","$14.061.989,90","-$664.133,11",Peg Edbrooke,MKT,https://qq.com/commodo/vulputate/justo/in/blandit/ultrices.jsp?in=mattis&lectus=odio&pellentesque=donec&at=vitae&nulla=nisi&suspendisse=nam&potenti=ultrices&cras=libero&in=non&purus=mattis&eu=pulvinar&magna=nulla&vulputate=pede,Full time,80,Online,9/4/2022,4/18/2022
63,Thiệu Nguyễn Châu Anh Khoa,Male,ohartlebury1q@diigo.com,ohartlebury1q,@solutiondtk.com,ohartlebury1q@solutiondtk.com,84,420-903-0105,+84 420-903-0105,47682-126,0164-2189,Accountant,Sales,Hanoi,Ecole Supérieure de Commerce et des Affaires,12/8/1998,9/12/2020,9/2/2021,Probation,4/21/2022,2/16/2023,"$8.792.973,00","$95.163,84",HSBC,58118-0519,"$20.147.702,42","$8.697.809,16","-$11.449.893,26",Olly Hartlebury,OTLS,https://va.gov/est/lacinia/nisi/venenatis/tristique/fusce/congue.aspx?et=nisl&eros=venenatis&vestibulum=lacinia&ac=aenean&est=sit&lacinia=amet&nisi=justo&venenatis=morbi&tristique=ut&fusce=odio&congue=cras&diam=mi&id=pede&ornare=malesuada&imperdiet=in&sapien=imperdiet&urna=et&pretium=commodo&nisl=vulputate&ut=justo&volutpat=in,Full time,100,Online,6/27/2022,8/10/2022
64,Hồ Thanh Phúc,Female,rphelp1r@com.com,rphelp1r,@solutiondtk.com,rphelp1r@solutiondtk.com,84,507-898-6806,+84 507-898-6806,24385-590,48273-001,Sales,Marketing,Hanoi,Institut National des Sciences Appliquées de Rennes,3/11/1998,3/8/2022,3/10/2022,Probation,3/5/2021,7/9/2022,"$17.994.512,63","$7.525.944,34",HSBC,50563-167,"$15.609.138,29","$10.468.568,29","-$5.140.570,00",Rani Phelp,SISS,https://yolasite.com/in/faucibus/orci/luctus.json?leo=non&odio=mi&porttitor=integer&id=ac&consequat=neque&in=duis&consequat=bibendum&ut=morbi&nulla=non&sed=quam&accumsan=nec&felis=dui&ut=luctus&at=rutrum&dolor=nulla&quis=tellus&odio=in&consequat=sagittis&varius=dui&integer=vel&ac=nisl&leo=duis&pellentesque=ac&ultrices=nibh&mattis=fusce&odio=lacus&donec=purus&vitae=aliquet&nisi=at&nam=feugiat&ultrices=non&libero=pretium&non=quis&mattis=lectus&pulvinar=suspendisse&nulla=potenti&pede=in&ullamcorper=eleifend&augue=quam&a=a&suscipit=odio&nulla=in&elit=hac&ac=habitasse&nulla=platea&sed=dictumst&vel=maecenas&enim=ut&sit=massa&amet=quis&nunc=augue&viverra=luctus&dapibus=tincidunt&nulla=nulla&suscipit=mollis&ligula=molestie&in=lorem&lacus=quisque&curabitur=ut&at=erat&ipsum=curabitur&ac=gravida&tellus=nisi&semper=at&interdum=nibh&mauris=in&ullamcorper=hac&purus=habitasse&sit=platea&amet=dictumst&nulla=aliquam&quisque=augue&arcu=quam&libero=sollicitudin&rutrum=vitae&ac=consectetuer&lobortis=eget&vel=rutrum&dapibus=at&at=lorem&diam=integer&nam=tincidunt&tristique=ante&tortor=vel,Part time,100,Hybrid,1/20/2022,11/13/2021
65,Hà Khánh Tân,Female,amumford1s@prnewswire.com,amumford1s,@solutiondtk.com,amumford1s@solutiondtk.com,84,582-846-7743,+84 582-846-7743,41163-491,68354-111,Admin,Marketing,Da Nang,Free International University of Social Studies,23/02/99,2/6/2022,2/8/2022,Probation,8/14/2021,3/23/2023,"$14.724.390,75","$7.062.153,43",HSBC,36987-1706,"$24.099.681,05","$7.662.237,32","-$16.437.443,73",Adoree Mumford,EMBI,https://nbcnews.com/ipsum/praesent/blandit/lacinia/erat/vestibulum/sed.jsp?quam=nibh&suspendisse=quisque&potenti=id&nullam=justo&porttitor=sit&lacus=amet&at=sapien&turpis=dignissim,Full time,100,Offline,8/8/2022,1/14/2022
